osm_id,addr_street,addr_housenumber,amenity,name,brand,operator,ref,wheelchair,internet_access,opening_hours,drive_through,building,cuisine,capacity,tourism,osm_user,osm_timestamp,tags
"620884301",,,restaurant,Le Carré Chic,,,,,,,,,,,,,2021-02-02T12:17:31Z,"""name""=>""Le Carré Chic"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""2"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2021-02-02T12:17:31Z"", ""opening_hours:covid19""=>""off"""
"620884303",Rue Delpech,"2",restaurant,Le Nouveau Monde,,,,,,,,,,,,,2018-07-08T22:00:02Z,"""name""=>""Le Nouveau Monde"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""addr:street""=>""Rue Delpech"", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2018-07-08T22:00:02Z"", ""addr:housenumber""=>""2"", ""contact:facebook""=>""https://fr-fr.facebook.com/Restaurant-Le-Nouveau-Monde-364745670217704/"""
"620884308",,,restaurant,Empanadas Club,,,,no,,,,,mexican,,,,2023-08-09T07:37:42Z,"""name""=>""Empanadas Club"", ""amenity""=>""restaurant"", ""cuisine""=>""mexican"", ""osm_uid""=>""0"", ""delivery""=>""no"", ""osm_user""=>"""", ""takeaway""=>""no"", ""wheelchair""=>""no"", ""osm_version""=>""6"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-08-09T07:37:42Z"", ""access:covid19""=>""yes"", ""outdoor_seating""=>""yes"""
"620884556",,,pub,Up & Down,,,,no,,,,,,,,,2015-06-30T15:40:26Z,"""name""=>""Up & Down"", ""amenity""=>""pub"", ""brewery""=>""1664;chouffe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""no"", ""osm_version""=>""5"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2015-06-30T15:40:26Z"", ""height:threshold""=>""8"", ""wheelchair:commodities""=>""no"", ""wheelchair:entrance_width""=>""87"""
"620884557",,,bar,La Distillerie,,,,,,,,,,,,,2012-04-14T21:02:09Z,"""name""=>""La Distillerie"", ""amenity""=>""bar"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2012-04-14T21:02:09Z"""
"620884558",Rue du Pila Saint-Gély,"6",restaurant,Bombay,,,,yes,,,,,indian,,,,2019-06-23T20:51:57Z,"""name""=>""Bombay"", ""amenity""=>""restaurant"", ""cuisine""=>""indian"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""yes"", ""addr:street""=>""Rue du Pila Saint-Gély"", ""osm_version""=>""6"", ""contact:phone""=>""+33467027807"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-06-23T20:51:57Z"", ""addr:housenumber""=>""6"", ""height:threshold""=>""12"", ""wheelchair:commodities""=>""yes"", ""wheelchair:entrance_width""=>""140"""
"621193468",,,restaurant,Puja,,,,,,,,,mauritian,,,,2012-03-18T22:06:45Z,"""name""=>""Puja"", ""amenity""=>""restaurant"", ""cuisine""=>""mauritian"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2012-03-18T22:06:45Z"""
"621195695",,,cafe,La Vieille Porte,,,,,,,,,,,,,2015-07-05T14:10:20Z,"""name""=>""La Vieille Porte"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2015-07-05T14:10:20Z"""
"621195696",Boulevard Louis Blanc,"4",restaurant,Waku Waku,,,,no,,,,,asian,,,,2018-07-08T22:00:02Z,"""name""=>""Waku Waku"", ""amenity""=>""restaurant"", ""cuisine""=>""asian"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""wheelchair""=>""no"", ""addr:street""=>""Boulevard Louis Blanc"", ""osm_version""=>""5"", ""addr:postcode""=>""34000"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2018-07-08T22:00:02Z"", ""addr:housenumber""=>""4"", ""height:threshold""=>""25"", ""wheelchair:entrance_width""=>""81"""
"621195698",Boulevard Louis Blanc,,pub,The Black Sheep,,,,,,,,,,,,,2019-08-17T14:34:32Z,"""name""=>""The Black Sheep"", ""amenity""=>""pub"", ""brewery""=>""Blanche de Bruges;Blanche de Namur;Chimay;Chimay Dorée;Chouffe;Croce di Malto TripleXXX;Frappadingue;Guldenberg;Kwak;La Belle en Goguette;Nuit de Goguette;Punk IPA;St Bernardus;St. Bernardus Abt 12;Tripel Karmeliet"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""addr:street""=>""Boulevard Louis Blanc"", ""osm_version""=>""18"", ""addr:country""=>""FR"", ""addr:postcode""=>""34000"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-08-17T14:34:32Z"""
"621197206",,,restaurant,Burger et Blanquette,,,,,,,,,,,,,2014-07-06T12:40:56Z,"""name""=>""Burger et Blanquette"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""2"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2014-07-06T12:40:56Z"""
"621197207",,,fast_food,Vert Tomate,,,,,,,,,,,,,2016-11-08T16:51:55Z,"""name""=>""Vert Tomate"", ""amenity""=>""fast_food"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2016-11-08T16:51:55Z"""
"621197851",,,restaurant,Pile dans l'Assiette,,,,,,,,,,,,,2020-08-30T20:34:59Z,"""name""=>""Pile dans l'Assiette"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2020-08-30T20:34:59Z"""
"622316104",,,restaurant,Via Pila,,,,yes,,,,,italian,,,,2019-06-23T20:51:57Z,"""name""=>""Via Pila"", ""phone""=>""+33467607119"", ""amenity""=>""restaurant"", ""cuisine""=>""italian"", ""osm_uid""=>""0"", ""website""=>""http://www.viapila.com"", ""osm_user""=>"""", ""wheelchair""=>""yes"", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-06-23T20:51:57Z"", ""contact:facebook""=>""https://www.facebook.com/viapilamontpellier/"", ""height:threshold""=>""0"", ""wheelchair:entrance_width""=>""134"""
"622317000",,,restaurant,Aux 5 Sens,,,,yes,,,,,,,,,2020-08-22T21:03:53Z,"""name""=>""Aux 5 Sens"", ""phone""=>""+33467709783"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""yes"", ""osm_version""=>""5"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2020-08-22T21:03:53Z"""
"622317259",,,restaurant,Krishna,,,,no,,,,,indian,,,,2024-04-05T12:53:23Z,"""name""=>""Krishna"", ""amenity""=>""restaurant"", ""cuisine""=>""indian"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""no"", ""osm_version""=>""8"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2024-04-05T12:53:23Z"""
"622644806",,,bar,Au P'tit Quart d'Heure,,,,,,,,,,,,,2023-06-18T10:09:35Z,"""name""=>""Au P'tit Quart d'Heure"", ""amenity""=>""bar"", ""osm_uid""=>""0"", ""website""=>""http://www.auptitquartdheure.fr/"", ""osm_user""=>"""", ""description""=>""Bar à Vin"", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-06-18T10:09:35Z"", ""indoor_seating""=>""yes"", ""outdoor_seating""=>""yes"""
"622645245",,,cafe,Le Crépuscule,,,,,,,,,,,,,2012-03-18T21:55:28Z,"""name""=>""Le Crépuscule"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""2"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2012-03-18T21:55:28Z"""
"628130456",,,restaurant,Brasserie Lepic,,,,,,,,,,,,,2021-10-04T13:08:37Z,"""name""=>""Brasserie Lepic"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2021-10-04T13:08:37Z"""
"631923378",,,fast_food,McDonald's,McDonald's,,,,wlan,,,,burger,,,,2023-08-19T06:51:50Z,"""name""=>""McDonald's"", ""brand""=>""McDonald's"", ""amenity""=>""fast_food"", ""cuisine""=>""burger"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""takeaway""=>""yes"", ""osm_version""=>""7"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-08-19T06:51:50Z"", ""brand:wikidata""=>""Q38076"", ""brand:wikipedia""=>""fr:McDonald's"", ""internet_access""=>""wlan"""
"635858613",,,fast_food,Mont Liban,,,,,,,,,,,,,2015-07-03T14:56:47Z,"""name""=>""Mont Liban"", ""amenity""=>""fast_food"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2015-07-03T14:56:47Z"""
"635866247",,,cafe,Le Petit Nice,,,,,,,,,,,,,2014-08-16T13:17:14Z,"""name""=>""Le Petit Nice"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2014-08-16T13:17:14Z"""
"635866757",Rue de l'Université,"22",restaurant,Les Beatnik Modernes,,,,,,Mo-Sa,,,french,,,,2020-11-27T01:05:04Z,"""name""=>""Les Beatnik Modernes"", ""phone""=>""+33 7 83 18 49 19"", ""amenity""=>""restaurant"", ""cuisine""=>""french"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""addr:street""=>""Rue de l'Université"", ""osm_version""=>""7"", ""addr:postcode""=>""34000"", ""opening_hours""=>""Mo-Sa"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2020-11-27T01:05:04Z"", ""diet:vegetarian""=>""yes"", ""outdoor_seating""=>""yes"", ""addr:housenumber""=>""22"""
"635866759",Rue de l'Université,"24",bar,L'univers,,,,no,,,,,,,,,2018-07-01T20:12:51Z,"""name""=>""L'univers"", ""amenity""=>""bar"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""wheelchair""=>""no"", ""addr:street""=>""Rue de l'Université"", ""osm_version""=>""5"", ""addr:country""=>""FR"", ""addr:postcode""=>""34000"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2018-07-01T20:12:51Z"", ""addr:housenumber""=>""24"", ""height:threshold""=>""12"", ""wheelchair:entrance_width""=>""120"""
"635866760",,,cafe,Café Jules,,,,,,,,,,,,,2015-07-05T14:10:20Z,"""name""=>""Café Jules"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""2"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2015-07-05T14:10:20Z"""
"635868920",Rue de l'Université,"44",fast_food,Bento Café,,,,,,,,,japanese,,,,2019-04-03T14:03:39Z,"""name""=>""Bento Café"", ""amenity""=>""fast_food"", ""cuisine""=>""japanese"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""takeaway""=>""yes"", ""addr:city""=>""Montpellier"", ""addr:street""=>""Rue de l'Université"", ""osm_version""=>""5"", ""addr:postcode""=>""34000"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-04-03T14:03:39Z"", ""outdoor_seating""=>""yes"", ""addr:housenumber""=>""44"", ""payment:meal_voucher""=>""yes"""
"635868921",Rue de l'Université,"46",restaurant,L'Oignon Givré,,,,,,Mo-Fr 10:00-15:00,,,regional,,,,2019-04-03T14:03:39Z,"""name""=>""L'Oignon Givré"", ""amenity""=>""restaurant"", ""cuisine""=>""regional"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""addr:street""=>""Rue de l'Université"", ""osm_version""=>""4"", ""addr:postcode""=>""34000"", ""opening_hours""=>""Mo-Fr 10:00-15:00"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-04-03T14:03:39Z"", ""diet:vegetarian""=>""yes"", ""outdoor_seating""=>""yes"", ""addr:housenumber""=>""46"", ""payment:meal_voucher""=>""yes"""
"635868922",Rue de l'Université,"48",restaurant,Kim-Yen,,,,,,,,,vietnamese,,,,2019-07-18T14:33:42Z,"""name""=>""Kim-Yen"", ""amenity""=>""restaurant"", ""cuisine""=>""vietnamese"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""takeaway""=>""yes"", ""addr:city""=>""Montpellier"", ""addr:street""=>""Rue de l'Université"", ""osm_version""=>""4"", ""addr:postcode""=>""34000"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-07-18T14:33:42Z"", ""outdoor_seating""=>""yes"", ""addr:housenumber""=>""48"", ""payment:meal_voucher""=>""yes"""
"635872124",,,cafe,Le Nautilus,,,,no,terminal,,,,,,,,2012-01-22T13:33:43Z,"""name""=>""Le Nautilus"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""no"", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2012-01-22T13:33:43Z"", ""internet_access""=>""terminal"""
"635872129",Quai du Verdanson,"19",fast_food,Domino's,Domino's,,,yes,,"Mo-Sa 11:30-14:00,18:00-23:00; Su 11:30-23:00",,,pizza,,,,2022-03-26T14:47:58Z,"""name""=>""Domino's"", ""brand""=>""Domino's"", ""phone""=>""+33 467792620"", ""amenity""=>""fast_food"", ""cuisine""=>""pizza"", ""osm_uid""=>""0"", ""website""=>""https://www.dominos.fr/magasin/montpellier-centre_34000"", ""osm_user""=>"""", ""takeaway""=>""yes"", ""addr:city""=>""Montpellier"", ""short_name""=>""Domino's"", ""wheelchair""=>""yes"", ""addr:street""=>""Quai du Verdanson"", ""osm_version""=>""11"", ""addr:postcode""=>""34000"", ""opening_hours""=>""Mo-Sa 11:30-14:00,18:00-23:00; Su 11:30-23:00"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2022-03-26T14:47:58Z"", ""brand:wikidata""=>""Q839466"", ""brand:wikipedia""=>""en:Domino's Pizza"", ""addr:housenumber""=>""19"""
"635872134",,,fast_food,Snack Les Pyramides,,,,,,,,,,,,,2015-07-05T14:10:20Z,"""name""=>""Snack Les Pyramides"", ""amenity""=>""fast_food"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2015-07-05T14:10:20Z"""
"635872308",,,fast_food,Speed Rabbit,,,,yes,,,,,pizza,,,,2020-04-15T12:09:18Z,"""name""=>""Speed Rabbit"", ""amenity""=>""fast_food"", ""cuisine""=>""pizza"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""yes"", ""osm_version""=>""5"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2020-04-15T12:09:18Z"", ""delivery:covid19""=>""yes"", ""takeaway:covid19""=>""yes"", ""opening_hours:covid19""=>""Mo-Su 17:30-20:30"""
"635875018",,,restaurant,Sushi Bar,,,,,,,,,"japanese;sushi",,,,2020-08-22T21:44:25Z,"""name""=>""Sushi Bar"", ""phone""=>""+33 4 99 77 06 06"", ""amenity""=>""restaurant"", ""cuisine""=>""japanese;sushi"", ""osm_uid""=>""0"", ""website""=>""https://le-sushi-bar.com/"", ""osm_user""=>"""", ""osm_version""=>""5"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2020-08-22T21:44:25Z"""
"635875020",,,bar,Le Parfun,,,,,,,,,,,,,2019-02-01T23:57:46Z,"""name""=>""Le Parfun"", ""amenity""=>""bar"", ""osm_uid""=>""0"", ""website""=>""http://barleparfum.com/"", ""osm_user""=>"""", ""description""=>""Bar à Cocktails & Dimsums"", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-02-01T23:57:46Z"", ""contact:facebook""=>""https://www.facebook.com/leparfummontpellier"""
"635879580",,,restaurant,Les 2 Gros,,,,,,,,,,,,,2018-07-01T20:12:51Z,"""name""=>""Les 2 Gros"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""website""=>""http://www.les2gros.com/"", ""old_name""=>""Chez Boris et Leticia"", ""osm_user""=>"""", ""osm_version""=>""5"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2018-07-01T20:12:51Z"""
"635883714",,,restaurant,Cucina Nostra,,,,,,,,,italian,,,,2024-01-08T10:51:27Z,"""name""=>""Cucina Nostra"", ""amenity""=>""restaurant"", ""cuisine""=>""italian"", ""osm_uid""=>""0"", ""website""=>""https://www.instagram.com/cucina_nostra_/"", ""osm_user""=>"""", ""osm_version""=>""5"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2024-01-08T10:51:27Z"""
"635883716",,,fast_food,Chez Mouss,,,,,,,,,kebab,,,,2012-03-14T22:49:10Z,"""name""=>""Chez Mouss"", ""amenity""=>""fast_food"", ""cuisine""=>""kebab"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2012-03-14T22:49:10Z"""
"635883718",,,fast_food,,,,,,,,,,,,,,2012-03-14T22:49:11Z,"""amenity""=>""fast_food"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""2"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2012-03-14T22:49:11Z"""
"635883719",,,restaurant,La Maison de la Lozère,,,,limited,,,,,,,,,2016-03-30T19:45:17Z,"""name""=>""La Maison de la Lozère"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""limited"", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2016-03-30T19:45:17Z"""
"635883720",Rue de l'Aiguillerie,"74",restaurant,L'amuse Vin,,,,,,,,,,,,,2018-07-08T22:00:03Z,"""name""=>""L'amuse Vin"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""website""=>""http://www.amuse-vin.fr/"", ""osm_user""=>"""", ""addr:street""=>""Rue de l'Aiguillerie"", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2018-07-08T22:00:03Z"", ""addr:housenumber""=>""74"""
"635883721",Rue des Écoles Laïques,"3",cafe,Delecto,,,,yes,,,,,,,,,2015-06-30T15:40:23Z,"""name""=>""Delecto"", ""phone""=>""+33467020896"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""wheelchair""=>""yes"", ""addr:street""=>""Rue des Écoles Laïques"", ""osm_version""=>""3"", ""addr:postcode""=>""34000"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2015-06-30T15:40:23Z"", ""addr:housenumber""=>""3"", ""height:threshold""=>""3"", ""wheelchair:entrance_width""=>""110"""
"635883724",,,restaurant,Les Casseroles en folies,,,,yes,wlan,,,,crepe,,,,2019-07-26T11:16:38Z,"""name""=>""Les Casseroles en folies"", ""phone""=>""+33 4 67 29 90 45"", ""amenity""=>""restaurant"", ""cuisine""=>""crepe"", ""osm_uid""=>""0"", ""website""=>""https://www.facebook.com/LesCasserolesEnFolie/"", ""osm_user""=>"""", ""wheelchair""=>""yes"", ""description""=>""Crêperie"", ""osm_version""=>""6"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-07-26T11:16:38Z"", ""internet_access""=>""wlan"", ""outdoor_seating""=>""yes"", ""height:threshold""=>""2"", ""wheelchair:commodities""=>""yes"", ""wheelchair:entrance_width""=>""106"""
"635903321",Rue Proudhon,"5",restaurant,Kim Hi,,,,no,service,,,,asian,"20",,,2019-01-31T22:05:41Z,"""name""=>""Kim Hi"", ""phone""=>""+33 4 67 72 83 23"", ""amenity""=>""restaurant"", ""cuisine""=>""asian"", ""osm_uid""=>""0"", ""smoking""=>""no"", ""capacity""=>""20"", ""osm_user""=>"""", ""takeaway""=>""yes"", ""addr:city""=>""Montpellier"", ""wheelchair""=>""no"", ""addr:street""=>""Rue Proudhon"", ""osm_version""=>""9"", ""addr:postcode""=>""34090"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-01-31T22:05:41Z"", ""internet_access""=>""service"", ""addr:housenumber""=>""5"""
"639589433",,"1",cafe,Bar des Lilas,,,,yes,,Mo-Su 08:00-01:00,,,,,,,2024-03-09T16:02:08Z,"""name""=>""Bar des Lilas"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""addr:place""=>""Place Bouschet de Bernard"", ""wheelchair""=>""yes"", ""osm_version""=>""3"", ""addr:postcode""=>""34070"", ""opening_hours""=>""Mo-Su 08:00-01:00"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2024-03-09T16:02:08Z"", ""toilets:access""=>""customers"", ""outdoor_seating""=>""yes"", ""addr:housenumber""=>""1"""
"644629199",,,restaurant,La Bande Annonce,,,,,,,,,,,,,2015-07-05T14:10:20Z,"""name""=>""La Bande Annonce"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""2"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2015-07-05T14:10:20Z"""
"645723690",Cours Gambetta,,restaurant,Café Marceau,,,,no,,,,,,,,,2018-05-18T20:53:01Z,"""name""=>""Café Marceau"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""wheelchair""=>""no"", ""addr:street""=>""Cours Gambetta"", ""osm_version""=>""7"", ""addr:country""=>""FR"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2018-05-18T20:53:01Z"", ""entrance:width""=>""1.4"", ""entrance:step:height""=>""0.025"", ""wheelchair:description""=>""WC accessibles, pente à faire"""
"645736539",,,restaurant,La table du Maroc,,,,,,,,,moroccan,,,,2024-03-10T18:23:37Z,"""name""=>""La table du Maroc"", ""amenity""=>""restaurant"", ""cuisine""=>""moroccan"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2024-03-10T18:23:37Z"", ""indoor_seating""=>""yes"", ""outdoor_seating""=>""pedestrian_zone"""
"645736568",,,cafe,Bar Gambetta,,,,,,,,,,,,,2010-10-12T14:23:33Z,"""name""=>""Bar Gambetta"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""2"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2010-10-12T14:23:33Z"""
"645736569",,,restaurant,Le Barbotin,,,,,,,,,,,,,2023-03-14T16:32:34Z,"""name""=>""Le Barbotin"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-03-14T16:32:34Z"""
"645742434",,,cafe,Bar d'Estanove,,,,,,,,,,,,,2012-01-13T10:09:41Z,"""name""=>""Bar d'Estanove"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""2"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2012-01-13T10:09:41Z"""
"660179400",,,restaurant,Le Clemenceau,,,,yes,,,,,,,,,2019-02-12T17:20:36Z,"""name""=>""Le Clemenceau"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""yes"", ""osm_version""=>""5"", ""contact:phone""=>""+33 4 67 57 69 55"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-02-12T17:20:36Z"", ""entrance:width""=>""1.66"", ""toilets:wheelchair""=>""no"", ""entrance:step:height""=>""0.01"""
"660179403",,,fast_food,Fast Food Vietnamien,,,,no,,,,,,,,,2017-09-16T01:59:51Z,"""name""=>""Fast Food Vietnamien"", ""phone""=>""+33 4 67 56 11 67"", ""amenity""=>""fast_food"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""no"", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2017-09-16T01:59:51Z"", ""wheelchair:step_height""=>""6"", ""wheelchair:entrance_width""=>""73"""
"660189643",,,fast_food,Ori Panzerotti,,,,yes,,"Mo-Fr 11:45-14:00, 18:00-22:00; Su 18:00-22:00",no,,italian,,,,2023-08-13T13:50:12Z,"""name""=>""Ori Panzerotti"", ""amenity""=>""fast_food"", ""cuisine""=>""italian"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""yes"", ""osm_version""=>""5"", ""drive_through""=>""no"", ""opening_hours""=>""Mo-Fr 11:45-14:00, 18:00-22:00; Su 18:00-22:00"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-08-13T13:50:12Z"", ""entrance:width""=>""0.9"", ""entrance:step:height""=>""0.02"""
"660189647",Avenue Georges Clemenceau,"19",fast_food,Jean le Croquant - Gamebtta,,SAS CLUB,,limited,wlan,,no,,"croque-monsieur;bières;french;sandwich",,,,2023-08-13T13:50:12Z,"""name""=>""Jean le Croquant - Gamebtta"", ""email""=>""gambetta@jeanlecroquant.fr"", ""branch""=>""Jean le Croquant"", ""amenity""=>""fast_food"", ""cuisine""=>""croque-monsieur;bières;french;sandwich"", ""osm_uid""=>""0"", ""website""=>""https://www.jeanlecroquant.fr"", ""delivery""=>""yes"", ""operator""=>""SAS CLUB"", ""osm_user""=>"""", ""takeaway""=>""yes"", ""addr:city""=>""Montpellier"", ""diet:halal""=>""yes"", ""wheelchair""=>""limited"", ""addr:street""=>""Avenue Georges Clemenceau"", ""osm_version""=>""5"", ""addr:postcode""=>""34000"", ""drive_through""=>""no"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-08-13T13:50:12Z"", ""diet:vegetarian""=>""yes"", ""internet_access""=>""wlan"", ""addr:housenumber""=>""19"", ""air_conditioning""=>""yes"", ""contact:facebook""=>""https://www.facebook.com/jeanlecroquant"", ""diet:mediterranean""=>""yes"", ""wheelchair:step_height""=>""9"", ""wheelchair:entrance_width""=>""90"""
"660189656",,,fast_food,Mega Star Kebab,,,,no,,,,,kebab,,,,2019-03-10T14:25:59Z,"""name""=>""Mega Star Kebab"", ""amenity""=>""fast_food"", ""cuisine""=>""kebab"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""no"", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-03-10T14:25:59Z"", ""wheelchair:step_height""=>""13"", ""wheelchair:entrance_width""=>""76"""
"660200987",,,fast_food,Lal's Time,,,,yes,,,,,"burger;kebab",,,,2019-11-20T23:09:31Z,"""name""=>""Lal's Time"", ""amenity""=>""fast_food"", ""cuisine""=>""burger;kebab"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""yes"", ""osm_version""=>""6"", ""contact:phone""=>""+33 4 99 06 55 08"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-11-20T23:09:31Z"", ""entrance:width""=>""0.9"", ""toilets:wheelchair""=>""yes"", ""entrance:step:height""=>""0.02"""
